ID,Openings Played,Win Rate,Elo
sahkal,1,0.0,2131
said12,1,1.0,1429
said122,1,0.0,1805
said295,1,1.0,1457
saidou1,1,0.0,1851
saidtugcu,1,1.0,1356
saiftopa1234,1,0.0,1322
sailor7,2,1.0,2060
saim,14,0.5,1752
sainaambrose,1,0.0,1622
saintroge,3,0.3333333333333333,1657
sairamsandeep,1,0.0,1468
saitama_opm,13,0.6153846153846154,1402
saj10,1,1.0,1604
sakeerhussain,1,1.0,1791
sakhalin,2,0.5,1801
sakisan,1,0.0,1678
sakkozotolvaj,1,1.0,1845
sal7326,1,0.0,1477
saladrocket,1,0.0,1746
salah04,1,1.0,1942
salah9,1,0.0,1857
sale0706,1,1.0,1581
saleh1999,1,0.0,1695
salehssi,1,1.0,1441
salemfennir,1,1.0,1273
salender,1,1.0,1661
salfina,1,1.0,1928
salientfact,2,1.0,2243
salihdiler,1,0.0,1766
salim1,1,1.0,2240
sallysalter,1,0.0,1749
salman20,1,0.0,1426
salmonfish,1,1.0,1329
salosalo1,6,0.0,1295
salt1963,1,1.0,2252
salvador7943,1,1.0,1598
salvo1969,1,0.0,1544
sam4923,1,1.0,1718
sam540,2,0.0,1383
samad_110,1,0.0,1916
samadi38,1,1.0,1500
samads911,1,1.0,1273
samael88,1,0.0,1237
samaraman,1,1.0,1791
samat321,1,0.0,1594
samba_rei,1,1.0,1653
sameero,1,0.0,2066
samehallourdi,2,0.5,1311
samerlini,1,0.0,1538
sami55,1,1.0,1450
samilou123,2,0.0,1614
samimi,1,0.0,1800
samir_laurent,1,0.0,2235
samkii,1,0.0,1500
sammy111,1,0.0,1928
sammy_jankis,1,0.0,1726
samoo1477,18,0.7222222222222222,1694
samueldianu,1,0.0,1673
samuelgperti,1,1.0,1309
samuelpro,7,0.09523809523809523,856
samuelwise,1,1.0,1452
samvel84,1,0.0,1818
samwmsrachel,1,1.0,1603
samyaksingh,1,1.0,1271
sanbkazh,1,1.0,1538
sanchev,1,0.0,1401
sanchitkaushal,1,0.0,1047
sancho111,1,1.0,1518
sandbox992,1,0.0,1327
sandrusa123,1,0.0,1710
sandwedge,1,1.0,1330
sandycastro,1,0.0,1523
sani6236,1,1.0,1546
sanivadaajay,1,1.0,1480
sanjack,1,1.0,1888
sanmarco,1,0.0,1945
sanmarcos,2,1.0,2334
sanpedro,1,0.0,2212
sans_the_skeleton,1,1.0,1632
sansavoirvecu,2,0.5,1791
sansebastian,4,0.25,1377
sanskar99,1,0.0,1547
sanskrit,2,0.0,1349
sansoni,1,1.0,1484
sansthecomic,3,1.0,1500
santanabrown,1,1.0,1550
santarsiero,1,0.0,1558
santozmitro,1,0.0,1680
sanya66665433,1,0.0,1324
sanyokk,1,0.0,1368
sapejman,1,1.0,1774
sapo17,1,1.0,1928
sara_z_1396,2,0.3333333333333333,1169
saraginov,1,1.0,1775
saravananshanmugam,1,0.0,1700
sarcasticchessplayer,3,0.0,1500
sardinaso,1,0.0,1645
sarest,1,0.0,1506
sargentopimienta,1,0.0,1989
sargonchess,1,0.0,1526
sarikamis74,1,0.0,1468
sarojbatsa,1,1.0,1199
sarpbasaraner,1,0.0,1308
sarthakmanna,17,0.4215686274509804,1800
saruar,1,1.0,1759
sarzenski,1,1.0,1648
sasa123,1,0.0,1551
sasa1234,1,1.0,1914
sasalukic69,1,1.0,1846
sasha046,2,0.0,1799
sasha38,1,1.0,1871
sasha_riv,1,0.0,1812
sashik,1,1.0,2059
sashmunel,1,1.0,1509
sashush,1,0.0,1380
sasmitha,5,0.8,1903
sasoadziov,1,0.0,1391
sassou,11,0.3939393939393939,1228
sasunik,1,1.0,1500
satanrogue99,2,0.375,1696
satnot,1,1.0,1299
satuninja,1,1.0,1099
saurroc,1,0.0,1693
sausagedog,1,0.0,1936
savasmarecelyap,1,1.0,1553
savent,1,0.0,1161
saviter,14,0.35714285714285715,1730
savukala,1,0.0,1367
sawadatsu,1,1.0,1449
sawatdiikrup,1,1.0,955
sayantanchandra,1,1.0,1500
sayedibraheem,1,1.0,1549
sayednaser,1,1.0,2086
saygin,1,0.0,1372
sayid_abdullah,1,1.0,1968
sayoko,1,0.0,1498
sayul,1,0.0,1500
sazed,10,0.55,2126
sbasari,1,0.0,1610
scacchi11235,1,1.0,1002
scanjet1,1,0.0,1600
scardanelli,3,0.6666666666666666,1173
scarface818,1,0.0,1260
scarletpimpernel,1,1.0,1665
scatach,1,0.0,1500
schaakgraag1,1,0.0,1811
schach_2000,1,1.0,1548
schachmalanders,3,0.6666666666666666,2401
schafer,1,1.0,1499
schams76,1,0.0,1381
schchesss,1,1.0,1517
schiappagrossa,1,0.0,1209
schipio,1,1.0,1566
schlamm,1,1.0,1536
schlendryan,2,0.25,1508
schlobooo,1,0.0,1144
schmiedspuls,1,0.0,1652
schneetatze,3,0.6666666666666666,1403
schoonied,5,0.0,1319
schtorm,1,0.0,2156
schuler,1,0.0,1414
schwambolini,1,0.0,1799
schwert,2,0.5,1738
scientist1989,1,1.0,1507
sckynie,2,0.0,1401
scooberftw,2,0.0,1766
scorchedturf,19,0.5789473684210527,1337
scorpio,1,0.0,1240
scorpion2248,1,0.5,1355
scorpion273154,1,0.0,2106
scorpiopawn,1,0.0,1708
scottgodzaza,1,1.0,1152
scottytoohotty,1,0.0,1507
scottywilliams,1,1.0,1543
script1913,1,1.0,1869
scrub_slayer,1,1.0,1500
scuttlebutts,1,0.0,1336
sdeligiannis,1,0.0,1744
sdfsfwesrwfs,1,1.0,1430
sdiqx,1,0.0,1789
sdmabunda,18,0.4166666666666667,1480
sdum,1,1.0,1363
sdw207,1,0.0,1450
seagrave333,1,1.0,1766
sean-healy,1,0.0,1589
seanngo53,1,0.0,1062
searchingforbobby,1,1.0,1470
seashark,1,0.0,1152
seba71974,1,0.0,1710
sebapau89,1,1.0,1424
sebasguitar,1,0.0,1616
sebasproo,1,0.0,1659
sebastian9,1,0.0,1465
sebastianandratpar,1,1.0,1607
sebastiatamarit,1,1.0,1494
sebplaul,1,0.0,1807
secret999,1,1.0,2179
secretum,1,0.0,1914
secrolt,1,0.0,1323
secutor39,1,0.5,1721
sedinho,1,0.0,1397
seetripuu,1,0.0,1834
seg32,1,0.0,1977
segentaralam,2,1.0,1836
seif22,1,1.0,1846
seifca90,5,0.5333333333333333,1500
seilon,1,1.0,1429
sekatski,1,0.0,1459
sekhavatpor,1,1.0,1854
selami011235,1,1.0,1895
selimcivcer,1,1.0,1516
sellout,1,1.0,1507
semarchess,1,1.0,2409
semenov1717,1,0.0,1683
semihtaskinlar,1,1.0,1270
seniorgara,1,1.0,1943
senjlimbu,1,1.0,1488
senormontypants,1,0.0,1500
sensey123,1,0.0,1448
sepehrxman,1,1.0,1584
sepiroth,1,1.0,2210
ser11,1,1.0,1855
serai,1,1.0,1521
seravee,1,1.0,1357
serber,2,0.5,1586
serbi,1,1.0,1785
serbondar,1,1.0,1854
serega25,1,1.0,2005
sereznii,1,0.0,1818
serg0901,2,1.0,1228
serg2223,1,1.0,1659
sergant89,1,1.0,2247
serge60,1,0.0,1271
sergeares,1,1.0,1337
sergeigodenko,1,1.0,1590
sergeiv011988,3,0.6666666666666666,1389
sergej-kms,1,1.0,1699
sergey1806,1,0.0,1555
sergey1971,1,1.0,1774
sergey23,1,0.0,1227
sergey33489,2,0.5,1462
sergey67,1,1.0,1542
sergey_13,1,1.0,1293
sergey_vorozhtsov,1,0.0,1675
sergeyb78,1,1.0,1806
sergeydianov2573,1,1.0,1870
sergeyi4b,1,0.0,1024
sergeykar,1,0.0,1679
sergeylobanov,1,0.0,1843
sergeypolozhiev,10,0.35666666666666663,2081
sergeysolo,1,0.0,1405
serggas,2,0.0,1468
sergio1967fabian,1,0.0,1146
sergioduque,1,1.0,1364
sergiokumic,1,0.0,1629
sergiokyuss,1,0.0,1548
sergipechess,1,1.0,1863
sergoria,1,0.0,1722
serhio55,1,0.0,1657
serial__chiller,5,0.4,1762
serifoddolova,1,1.0,1594
seriguelazul,1,1.0,1937
serik-astana,1,0.0,1464
serioosbadger,1,0.0,1340
serkokvlad,1,0.0,1859
serse72,1,1.0,1794
sesh,2,0.0,1233
sesini,2,1.0,1427
setapus,1,1.0,1816
sethmonu,1,0.0,1921
sevaphilya,1,0.0,1814
seveluci,1,0.0,1657
sevenrain,1,1.0,1808
severechess19,1,1.0,1500
sevillatolosa,1,1.0,1689
sex_god,1,0.0,1423
sexosterone,1,0.0,1517
seyen,1,1.0,1624
seyysd,2,0.5,1712
sfelipo,1,1.0,1218
sgbarrys,2,0.6666666666666666,1511
sgis,3,0.6666666666666666,1700
sh4rkillz,1,1.0,1755
sha6arangi,1,1.0,1383
shabeakhar1360,1,1.0,1381
shadd,1,1.0,952
shaderna,1,1.0,1460
shadman99,1,0.0,1361
shadow1031,16,0.3125,1409
shadow20330,1,0.0,1878
shadowblade,1,0.0,1500
shadowchess2006,1,1.0,1795
shadowdatsas,14,0.619047619047619,1590
shadowslord,3,0.6666666666666666,1297
shadowtiger,1,0.0,1872
shady_yacoub,1,0.0,1628
shadytoffeebackup,4,1.0,1715
shaeila89,2,0.0,1384
shafer24,1,0.0,1634
shage,1,1.0,1312
shaha,1,1.0,1620
shahariar1501074,1,0.0,1250
shahidhuss,1,0.6666666666666666,1591
shahil2105,1,1.0,1657
shahin1352,1,1.0,1832
shahin1389,1,1.0,1628
shahinzare0911,1,1.0,1619
shahka,1,1.0,1820
shahoviy_komentator,1,1.0,2586
shahram1972,1,1.0,1788
shahrooz888,1,1.0,1826
shahuebah,1,1.0,1500
shahundlu,1,1.0,1500
shailchess,1,1.0,1500
shaka88,1,0.0,1254
shakailham,3,0.8333333333333334,1834
shakuni123,1,0.0,1500
shamiknag,1,1.0,1706
shamliq,2,0.0,1912
shamusokeefe,1,1.0,1372
shanat287,1,1.0,1775
shandvend,1,0.0,1804
shangreela,1,0.0,1701
shannonhartman77,1,1.0,1095
sharkawy92,1,1.0,1674
sharkby,1,0.0,1498
sharkey101,12,0.3888888888888889,1500
sharkstorm1010,1,1.0,1683
sharok,1,0.0,1375
sharonstone,1,1.0,1596
sharparrow,1,1.0,1921
sharpness-v,1,1.0,2242
shash19,1,0.0,1954
shatrandjbaz,1,1.0,1951
shatranz,1,1.0,1500
shawnsicilia,1,0.0,1407
shayan2000,1,0.0,1558
shayanaghaie,2,0.5,2044
shazanmj,1,1.0,1469
shchuchin,1,1.0,1523
sheepnl,1,0.0,2115
sheik_yerbouti,5,0.2,1578
shejos,1,1.0,1710
shekh,1,1.0,1480
shenley1914,1,0.0,1470
shepmd,2,1.0,1832
sheshengy,1,1.0,1984
shevchenko_vlad,1,0.0,1674
shew,1,1.0,1175
sheytandereli,1,0.0,1469
shgtufhg14f2456654,1,0.0,1455
shibikoko,1,0.0,1392
shieldandsword88,1,1.0,1619
shiftas,1,1.0,1633
shijima220,6,0.3333333333333333,1500
shire5shir,1,1.0,1896
shiro94,2,0.0,1796
shirock,2,0.5,1522
shisherr,2,1.0,1500
shiva1789,1,0.0,1500
shiva77077,1,0.0,1487
shivam_12,1,0.0,1365
shivamsuhane,1,1.0,1199
shivananda,1,0.0,1231
shivangithegenius,14,0.25,978
shivasurya9,1,1.0,1813
shivcool,1,0.0,1245
shiwen,3,0.6666666666666666,2247
shkl,1,1.0,1708
shlema,1,1.0,1411
shmelev_a,1,1.0,1500
shmulke,13,0.07692307692307693,1585
shokoshokao,1,1.0,1235
sholpangaitova,1,1.0,2179
shongwesf,1,0.0,2009
shortindianboy,1,1.0,1933
shoshonte,3,0.3333333333333333,1800
showrov,1,1.0,1261
showview,1,0.0,1173
shreeneelg,1,0.0,1321
shreyposhiya,4,0.375,1346
shryder,1,1.0,1508
shully,1,1.0,1194
shunia_dnepr,1,0.0,1358
shusudukuto,1,0.0,1468
shviktor,1,0.0,1310
siakhatar_gh,1,1.0,1321
siavash-ir,1,0.0,1787
siavash1338,1,1.0,1657
siavashhuman,1,1.0,1850
siavashi1360,1,1.0,1379
siberia70,1,1.0,1825
siberiav2,1,0.0,1806
sibsibhurra,1,1.0,1208
sicilian1,1,1.0,1445
siciliano13,1,1.0,1233
siciliantm,1,0.0,2055
sickboy,1,1.0,1777
sickened,1,0.0,1169
siculus,1,1.0,1476
siddhartha90,1,0.0,1449
sidharthcnadhan,1,0.0,1490
sidik,1,1.0,1988
sigano,1,1.0,1170
siggicv8,1,1.0,1241
sigiar,1,0.0,1830
sigseg,1,1.0,1543
sigve,1,1.0,1514
siig,1,0.0,1306
siinaa,1,0.5,1802
siindbad,13,1.0,1909
sikoku71,1,0.0,1648
silent_tg2,1,1.0,1550
silentlucidity,1,1.0,2286
silentsheep,1,0.0,1500
silsal,1,0.0,1089
siltru28,2,0.0,1683
silverknight03,1,0.0,1866
silvinusclisson,1,1.0,1296
silvio78,1,1.0,1628
silvio_pao,1,1.0,1615
silvio_toro,1,1.0,1329
silviumd,1,1.0,1525
simba9,2,1.0,1333
simeg2003,1,1.0,1810
simon44,1,0.0,1066
simon_kevin,2,1.0,1911
simon_moon,1,0.0,1647
simpkin,1,1.0,1742
simple-player,2,1.0,1676
simplej,2,1.0,1851
simsive777,1,0.0,2052
sin29,1,1.0,1668
sin69,1,1.0,1430
sina,1,0.0,1622
sinasepehr,3,0.6666666666666666,1617
sinchi,1,0.0,1605
singer,1,1.0,1457
singyoursong42,2,0.5,2015
sinister303,1,1.0,1345
sinitsin,1,0.0,1806
sinneba,1,1.0,1527
sinnx,1,1.0,1304
sinral,1,0.0,1346
sinyelrum,1,0.0,2228
siomka_gio,2,1.0,1941
sipahi,1,0.0,1902
sirdabuae,1,1.0,1949
sirdragon1,1,0.0,1175
sirius_rus,1,1.0,1619
siroos1342,1,0.0,1751
sirrezack,1,0.0,1534
sirtetris,2,0.5,2055
siruam,1,0.0,1655
sistla,1,1.0,1738
sisyphos33,1,0.0,2384
siux,1,1.0,1544
six_moves_ahead,1,0.0,981
sjeiben,13,0.6410256410256411,1669
skadovsk,1,1.0,1874
skakaludo,1,0.0,1152
skarby,2,1.0,1524
skayb,1,1.0,1825
skayder,1,1.0,1375
skazochnik,1,1.0,1918
skchess,2,0.5,1705
skerre,1,1.0,1500
skhad,1,1.0,1632
ski1946,1,0.0,2120
skids19,1,1.0,1197
skillz_rekt,4,1.0,1735
skipp,1,1.0,1404
skipskipskop,1,0.0,914
skki,1,1.0,1500
sklibur,1,0.0,1816
skorpom03,1,0.0,1059
sktfaker,1,1.0,1783
skudarnov,1,1.0,1981
skulll1,9,0.5555555555555556,1685
skuppam3,8,0.875,1432
sky1234,1,0.0,1023
skybabee,1,1.0,1732
skydeck,1,1.0,1500
skylar-morgan123,1,0.0,1121
sl0ba,1,0.0,1415
sl11235,1,0.0,1886
sl13f,1,0.0,1555
slava010976,1,1.0,1263
slavam,1,1.0,1444
slavija,1,0.0,1439
slavik-1991,1,0.0,1828
slavik26,1,1.0,1636
slavkor,1,1.0,1702
slaying_queen,3,0.3333333333333333,1143
slbn,1,1.0,994
slboyar,1,0.0,1748
sld1975,1,1.0,1335
sldnk51,1,1.0,1695
sleepez,6,0.5,2045
sleepygoat,1,0.0,1883
slickmate,1,1.0,1889
slickrick07,1,1.0,2012
slimes1,1,0.0,1500
slimfinger,1,0.0,2102
slin,1,1.0,1844
slobodan007,2,0.5,1675
slobodan7,1,0.0,1835
slon-al,7,0.5,1856
slon11,1,1.0,1876
slowgamer,1,1.0,2100
slowpoke123,3,0.6666666666666666,2166
slv-chess,1,0.0,1623
slytherinsheir,1,1.0,1242
smail94,1,0.0,943
smalex,1,1.0,2285
smalljap,1,1.0,1525
smanuel,1,1.0,1056
smartduckduckcow,1,1.0,1894
smartguy101,5,0.0,1047
smartsky,2,0.0,1886
smasherkiller,1,0.0,1033
smauglys,1,1.0,2199
smaugthemagnificent,1,0.0,1582
smchess729,3,1.0,1500
smchess999,4,0.75,2229
smederevac,1,1.0,2022
smegheadsteve,1,0.0,1574
smekailo,1,1.0,1554
smiiey,1,1.0,1140
smile-of-reason,1,0.0,1320
smileyface1236,6,0.8333333333333334,1650
smilsydov,15,0.9333333333333333,1999
smisy,1,1.0,1638
smjt,1,0.0,1972
smklassen0977,1,1.0,1328
smm1347,2,1.0,2092
smndst95,1,1.0,1039
smok,1,1.0,1567
smokedog,1,1.0,1233
smokh,1,1.0,1812
smontur,2,1.0,1864
smopet,1,1.0,1677
smorris,1,0.0,1571
smrttwin,1,0.0,1777
snaek161616,5,0.4,1500
snappppp,1,1.0,2197
sndjones008,1,1.0,1640
sneaky_bugger,4,0.75,1662
sniperpro22,1,0.0,1500
snmrtt,1,1.0,1442
snoopyfan,7,0.9523809523809523,1500
snovapampa,1,1.0,1939
snow65,1,0.0,2321
snowden,5,0.8,1565
snowneko,1,1.0,1578
snupi,1,1.0,1504
soapytime,1,1.0,2041
sobhy1234,2,0.5,1473
soc,1,0.0,1821
socal,1,0.0,1443
sodel,1,1.0,2270
sofaki23,1,0.0,1254
sofaking660,1,0.0,1525
sofien,1,0.0,1242
soheil0,1,0.0,1152
sohrab911,1,0.0,1218
soldier6534,1,1.0,1501
soldierofsatan,1,1.0,1961
solidchess_hehe,12,0.05555555555555555,1562
solidity_1,2,0.0,1807
solidwall,1,0.0,1915
solom_9005,1,0.0,2037
solomonmc,1,1.0,1510
solomons19,1,1.0,1371
soltan1800,1,1.0,2005
sombragris,1,1.0,1728
somo,1,1.0,1683
somo1,1,1.0,1494
sonc,1,0.0,2065
songhopur,1,0.0,1500
songoficeandvodka,1,0.0,1294
songxialone,1,0.0,1667
sonicj01,1,0.0,1480
sonicsfe,8,0.6875,1450
sonkisot21,1,0.0,1677
sonnyc,1,1.0,1154
sonsofthunder,1,1.0,1366
sonybutar1989,1,0.0,1833
soosi98,1,0.0,2035
sop,1,0.0,1994
soprotheygowhoa,1,1.0,1343
sorethea,2,0.5,1808
soric,2,0.5,1762
sorin_256,1,1.0,2193
sorokin22,1,1.0,1511
sorrowsea,1,1.0,1066
soskyy,1,1.0,1477
sosnovsky,1,1.0,1696
sosobanane,1,1.0,1500
sostar,1,1.0,1456
sotochka,1,1.0,1392
souayahmustafa,1,1.0,1579
souljah84116,1,0.0,1023
soulman2001,3,0.6666666666666666,1429
soultego,2,0.0,2108
souren,1,1.0,2137
sovietnebun,1,1.0,1056
soy,2,0.5,1314
soy_penca,1,1.0,1698
sozyone,1,0.0,1887
sp247,1,1.0,2328
sp37578,2,0.125,1309
spa1ding,1,1.0,1372
spaatz,1,0.0,1500
spanishamerican,1,0.0,1295
spark8,1,1.0,1718
sparklehorse,2,0.5,2465
sparkyman,1,1.0,1324
spartak-champion,1,1.0,1670
spartan117,1,1.0,1541
spearlarry,1,1.0,1342
speavo,1,1.0,1343
speedey,1,0.0,1328
speedguru,1,0.0,1462
spein46,1,0.0,1103
speleolog,1,1.0,1842
spencer23,1,0.0,1407
spendius,1,1.0,1861
spetsnaz_gm,1,1.0,1348
sphohuchiha,1,0.0,1322
spicybeef189,1,1.0,1363
spidermanto,1,0.0,1319
spiidimonsteri,1,0.0,2382
spiketail118,1,0.0,929
spikyturtle,4,0.25,1373
spinochio,1,1.0,1993
spinola01,2,0.5,1688
spiteknight,20,0.675,1623
spitfire999,2,0.0,1175
spithz,1,1.0,1624
spodermenz,1,0.0,1500
spolkovysach,1,0.0,1450
sportowiec,1,1.0,1740
spotter,1,0.0,1364
sprecherscrow,1,1.0,1298
spsingh1987,1,1.0,1603
spud39,1,0.0,1493
spuk,1,1.0,1327
spuntachessts,1,1.0,1300
sputnik_monroe,1,1.0,2021
sqs198627,1,0.0,1814
squaling,1,0.0,1425
squalltakuya,1,0.0,1696
squavallo,1,1.0,2160
sqweez,1,1.0,1739
sr1340,1,1.0,1465
srap,1,1.0,1791
srddimt3,1,1.0,1181
srdjanveljovic,1,0.0,1847
sredakrd,1,0.0,1515
sreeansh,1,1.0,1659
sreeni77,1,0.0,1867
srgriffin,1,1.0,1366
srinathpads,1,0.0,1728
srinikhil963,8,0.75,1361
sriramprasad,1,0.0,1769
srki_kv,2,0.0,1629
srn3000,1,0.0,1336
ss-fitz,1,0.0,1136
ss221,1,0.0,1661
ss96,1,0.0,2083
ssf7,19,0.4595238095238095,1914
ssjurukai,1,0.0,1354
ssnow,1,1.0,1324
sspreadd,1,0.0,1418
sstudent,1,0.0,1386
st2orm,2,0.5,2094
st3,1,1.0,1711
st4nislav,1,1.0,1399
staboola,1,1.0,1482
staccato_allegro,2,0.0,1289
stagirita,1,0.0,1558
stalin1941,1,0.0,1507
stama001,1,1.0,1785
starcat,1,1.0,1776
stare_spb,1,1.0,1500
starfire777,1,0.0,1906
stargazer1966,1,0.0,1768
starik82,1,1.0,1251
starlightextinction,1,1.0,2149
stas1989,1,0.0,1370
stas333333,1,0.0,1183
stasi5,1,1.0,1732
staskamaev,1,0.0,1549
staskras,1,1.0,1391
stazam,1,1.0,1934
steel155,1,1.0,1451
steelviper,6,1.0,1390
steevendelgado,1,0.0,1408
stefanelu,1,1.0,1548
stefanger,1,1.0,1492
stefanmasch,2,0.5,1901
stefanojack2,1,1.0,1703
stefroca,1,0.0,1540
steinar1964,1,1.0,1551
steintulling,1,0.0,1728
stekstek,1,1.0,1811
stellanova,10,0.0,1340
step289,1,1.0,1924
stephen789,2,0.5,1500
stephenmorley,1,0.0,1905
stephlema,1,0.0,1896
stergioos,5,0.6,2097
steriousslmae,1,1.0,1865
sterzoservo,2,0.0,1680
stethoscopes,2,1.0,1682
steustache,1,1.0,2268
stevan52,1,1.0,2047
steve4000,1,1.0,1752
steveboone,1,0.0,1712
stevefloyd,1,0.0,1391
stevenemily,3,0.4444444444444444,1459
stevepb,1,0.0,1386
stexupery,1,1.0,1465
stig83,1,0.0,1593
stigdagerman,1,0.0,1368
stilian2000,1,1.0,1202
stipp,2,0.5,1652
stirlits,1,1.0,2199
stitch_13,10,0.3416666666666667,1204
stitch_thb,1,0.0,1316
stlan,1,1.0,1347
stojan17,1,1.0,1365
stonecollector,2,1.0,1464
stonedragon,1,1.0,1442
stoneworker,1,0.0,1512
stonkfish,1,0.0,1551
stonyle,1,1.0,1640
stopensando,1,1.0,1516
stopmirinbrah,1,1.0,1791
stoputan,1,0.0,1600
stopwarplaychess,1,1.0,1288
storm28rus,2,0.5,1500
storm_100,1,1.0,2182
stracchino,1,1.0,2322
strahinja10,3,1.0,1852
strangesr,1,1.0,1375
straniknochi,1,0.0,1717
straszliwiec,2,1.0,1743
strawpawn,1,1.0,1689
streaml1ne,2,0.5,1446
strey1998,1,1.0,1175
strider02,1,0.0,1328
striker123,1,0.5,1806
stringbeans,1,0.0,1576
stringr4y,1,1.0,2027
strong_knight,1,0.0,1468
strsljen,1,1.0,1929
strudel,1,1.0,1651
ststephen,1,1.0,1293
sttrider,1,1.0,1100
stuckupfemale,1,1.0,1129
studying,1,1.0,1711
stunning_star,12,0.5833333333333334,1719
stupidkingkilledpawn,1,0.0,1644
stutberidze,4,0.25,1080
stve400231,8,0.625,1873
stxe4,1,0.0,1887
stylishplyr,2,0.5,1765
stylos,2,0.0,1535
styve_lam,1,1.0,1279
subbee,1,1.0,1573
subnomial,1,0.5,1515
subtenenteandrioli,2,0.5,1662
success_11,1,0.0,1612
sud3457,1,0.0,1191
sudebala,1,0.0,1791
sudorous,1,1.0,1733
sugarmike,12,0.7888888888888889,1890
suhraw,1,1.0,1498
suj1th,1,1.0,1524
sukahuj,1,0.0,1488
sulaemangozali,1,1.0,1645
suleimanovhajmurat,1,0.0,1841
suleyman95,1,1.0,1500
sumipcg,1,1.0,1327
sun22,1,1.0,1860
sunioj,1,1.0,1802
sunsetchess,1,1.0,1575
sunsetstrip,1,1.0,1628
suntzuxxv,1,1.0,1526
sunwatair57,1,0.0,1923
supadupadoge,1,1.0,1728
super_speed2017,1,1.0,1500
superbrax,1,0.0,1274
supercerebraco,2,0.5,1873
supercroc,1,0.0,2130
superdivinus,1,0.0,1349
superevans,1,0.0,1655
supergood,1,1.0,1714
superhero098,6,0.5416666666666666,1997
superii,1,0.0,1931
superiority,1,0.0,1981
supermancito,1,0.0,1961
supermik,1,1.0,1823
superozgur,1,0.0,1500
superpatelio,1,0.0,1107
superposition,1,0.0,1761
supersapien55,3,0.0,1455
supersasha,1,1.0,1892
superswaggin,2,0.0,1902
superyoid,1,1.0,1546
supking,1,1.0,1500
surabaldiev,1,1.0,1418
surajsahu01,1,1.0,2044
surco,1,1.0,1500
sureka_akshat,2,0.0,1139
suren1968,1,1.0,1484
sureshvr1,1,1.0,1605
sureyya,1,1.0,2041
surgeon98,2,0.0,1500
suryavarchasvin,1,1.0,1621
suskunkral,2,1.0,1580
sussanita,1,1.0,2203
susuqui,1,1.0,1567
suziernesti,1,0.0,1151
sv_sova,1,0.0,1389
svarnoi,1,0.0,2274
sveenemand,2,0.045454545454545456,1264
sverdloff,1,0.0,1193
svetra,1,1.0,1661
svindled,7,0.0,1630
svyazist1980_36,1,0.0,1967
swagerboy69,1,0.0,1404
swaggles,1,1.0,1702
swagmeister9000,1,0.0,1499
swagswaggerson,1,0.0,1500
swaltersson,1,1.0,1802
swampyankee,1,1.0,1549
swarchak,1,1.0,1264
swat_drizzt,1,1.0,1501
sweetkhajiit,1,0.0,1194
sweetycool,1,0.0,1550
swine,1,1.0,1811
swingnoodle,2,1.0,1305
swordswiper,1,0.0,1250
swthrhs,1,0.0,1559
sy_nc,1,0.0,1359
syahran,1,0.0,2239
syktyvkar,1,1.0,2214
sylvain49,1,0.0,1629
symrak,1,0.0,1702
synadze,1,1.0,1500
synt3grate,5,0.0,1500
syphilis51,1,1.0,1333
syriatmam123,1,0.0,1654
syrikat,1,0.0,1904
sysodaff,3,0.6666666666666666,1500
systemd,1,0.0,1260
szachistaiczysta,1,0.0,1704
szachowa_szkola_jogi,2,0.5,1395
szachysta,1,0.0,1045
szamit,1,0.0,1508
szinuhe,1,1.0,1427
szupfer,1,1.0,1476
t-rex-k,1,1.0,1448
t3v3a3d,3,0.6666666666666666,1732
t5b5,1,1.0,1673
taaaras,1,1.0,1552
tabano,1,1.0,1521
tabellaria,7,0.8571428571428571,1470
tabia777,1,0.0,1341
taborluna,1,1.0,1544
tactical_bishop,4,0.0,1500
tacticalwizard1,2,0.5,1875
tacticalyokel,1,0.0,1450
tacurumoto,1,1.0,1690
tagirrtyu,1,1.0,1110
tahastanly,15,0.26666666666666666,1399
tahi,1,0.0,1500
tahzeebgunn,1,0.0,1785
tai-ping,1,1.0,1122
tajberdi,3,0.3333333333333333,1273
taka0909,1,0.0,1603
takasnina,2,0.0,1508
take5,1,0.0,1652
taketime,1,0.0,2043
takkformat,1,0.0,1242
tal_mikhail777,1,0.0,1573
talal70,2,0.0,1629
talashika,1,1.0,1415
talion90,1,1.0,1563
talip1,1,1.0,1832
talizmelf,1,1.0,1799
talk2chandran,1,0.0,1302
talonaiguille,1,0.0,1446
tan123,1,0.0,1511
tandemchess,1,1.0,1673
tandemchess2,1,0.0,1500
tanganika,1,0.0,1401
tangela,14,0.4928571428571429,1638
tangelo777,1,0.0,1689
taniskanan,1,0.0,1465
tanjerry,11,0.606060606060606,1969
tanzim1,1,0.0,1450
taolu,1,1.0,2222
taoufiq1,1,1.0,1724
tara12,1,1.0,1423
tara234,1,0.0,1810
taranenkoevhen,1,0.0,2351
taranga,21,0.4507936507936508,1281
tarantint,1,0.0,1696
tarbainternationnal,1,1.0,1438
tareed,1,1.0,2105
tarekjrd,1,1.0,1789
tarmop,1,1.0,1952
tascelik,1,1.0,1759
tash01,1,1.0,1711
tashy,1,1.0,1228
taumamer,1,1.0,1704
taural,1,1.0,1758
taurusvaler,1,0.0,1746
tavakolg,1,0.0,1780
taw12,1,0.0,1572
tayebworld,1,0.0,1590
tb-123,1,1.0,1720
tbajedrez2017,1,1.0,1878
